"""Site name""","URL","Teams","Channel sites","Storage used (GB)","Primary admin","Hub","Template","Last activity (UTC)","Date created","Created by","Storage limit (GB)","Storage used (%)","Microsoft 365 group","Files viewed or edited","Page views","Page visits","Files","Sensitivity","External sharing","Segments","CorrectedUrl"
"MDSAP MidMark","https://orielstat.sharepoint.com/sites/mdsapmidmark","FALSE","","0","","","Team site","10/17/2020 17:00","3/1/2017 17:02","Kate Leith","25600","0","TRUE","0","0","0","3","","On","","https://validanto365.sharepoint.com/sites/OSAM-mdsapmidmark"
"MEDC-0621-EU-MDR-TRANSITION","https://orielstat.sharepoint.com/sites/medc-0621-eu-mdr-transition","FALSE","","3.17","","","Team site","1/6/2022 16:00","10/14/2019 9:12","Deborah Hatcher","25600","0","TRUE","0","0","0","1762","","On","",
"MEDC-0746-QMS-QSR","https://orielstat.sharepoint.com/sites/medc-0746-qms-qsr","FALSE","","0.22","","","Team site","10/5/2021 17:00","2/26/2020 10:26","Deborah Hatcher","25600","0","TRUE","0","0","0","117","","On","",
"MEDC-1040-AXSESS-MDR","https://orielstat.sharepoint.com/sites/medc-1040-axsess-mdr","FALSE","","0.46","","","Team site","1/25/2022 16:00","11/6/2020 13:16","Deborah Hatcher","25600","0","TRUE","1","2","1","546","","On","",
"MEDC-1279-STAFFAUG-RA-QA","https://orielstat.sharepoint.com/sites/medc-1279-staffaug-ra-qa","FALSE","","0.06","","","Team site","1/30/2022 16:00","5/21/2021 13:19","MEDC-1279-STAFFAUG-RA-QA Owners","25600","0","TRUE","2","3","1","99","","On","",
"MEDI-1412-AUDIT-13485/QSR","https://orielstat.sharepoint.com/sites/medi-1412-audit-13485qsr","FALSE","","0.4","","","Team site","1/25/2022 16:00","9/1/2021 5:55","MEDI-1412-AUDIT-13485/QSR Owners","25600","0","TRUE","1","2","1","47","","On","","https://validanto365.sharepoint.com/sites/OSAM-medi-1412-audit-13485qsr"
"MEDIFLEX-MOCK-NOV2018-0080","https://orielstat.sharepoint.com/sites/mediflex-mock-nov2018-0080","FALSE","","0","","","Team site","4/27/2019 17:00","11/3/2017 9:37","MEDIFLEX-MOCK-NOV2018-0080","25600","0","TRUE","0","0","0","6","","On","",
"MEDT-1293-SOFTWARE_CON","https://orielstat.sharepoint.com/sites/medt-1293-software_con","FALSE","","0.03","","","Team site","8/26/2021 17:00","5/24/2021 11:26","MEDT-1293-SOFTWARE_CON Owners","25600","0","TRUE","0","0","0","26","","On","",
"MEDT-1401-EU-MDR-TRANSITION","https://orielstat.sharepoint.com/sites/medt-1401-eu-mdr-transition","FALSE","","0.01","","","Team site","8/5/2021 17:00","7/15/2021 9:28","MEDT-1401-EU-MDR-TRANSITION Owners","25600","0","TRUE","0","0","0","9","","On","",
"MEDT-1461-AUDIT-13485/QSR","https://orielstat.sharepoint.com/sites/medt-1461-audit-13485qsr","FALSE","","0","","","Team site","10/7/2021 17:00","9/7/2021 13:43","MEDT-1461-AUDIT-13485/QSR Owners","25600","0","TRUE","0","0","0","8","","On","","https://validanto365.sharepoint.com/sites/OSAM-medt-1461-audit-13485qsr"
"MEDT-1467-AUDIT-13485/QSR","https://orielstat.sharepoint.com/sites/medt-1467-audit-13485qsr","FALSE","","0.04","","","Team site","10/20/2021 17:00","9/13/2021 5:01","MEDT-1467-AUDIT-13485/QSR Owners","25600","0","TRUE","0","0","0","31","","On","","https://validanto365.sharepoint.com/sites/OSAM-medt-1467-audit-13485qsr"
"MEDT-1523-AUDIT-MDSAP","https://orielstat.sharepoint.com/sites/medt-1523-audit-mdsap","FALSE","","0.01","","","Team site","11/7/2021 16:00","10/28/2021 10:31","MEDT-1523-AUDIT-MDSAP Owners","25600","0","TRUE","0","0","0","8","","On","",
"MEDT-1570-INTERNAL-MDR","https://orielstat.sharepoint.com/sites/medt-1570-internal-mdr","FALSE","","0.01","","","Team site","1/31/2022 16:00","12/14/2021 7:32","MEDT-1570-INTERNAL-MDR Owners","25600","0","TRUE","6","1","1","15","","On","",
"MEDT-1580-INT- HYB","https://orielstat.sharepoint.com/sites/medt-1580-int-hyb","FALSE","","0.01","","","Team site","2/6/2022 16:00","1/3/2022 12:13","MEDT-1580-INT- HYB Owners","25600","0","TRUE","4","1","1","9","","On","","https://validanto365.sharepoint.com/sites/OSAM-medt-1580-int-hyb"
"MEDT-1583-INT- HYB","https://orielstat.sharepoint.com/sites/medt-1583-int-hyb","FALSE","","0.01","","","Team site","1/30/2022 16:00","1/4/2022 13:00","MEDT-1583-INT- HYB Owners","25600","0","TRUE","7","5","1","8","","On","","https://validanto365.sharepoint.com/sites/OSAM-medt-1583-int-hyb"
"MEDT-1611-FDAMOCKAUDIT","https://orielstat.sharepoint.com/sites/medt-1611-fdamockaudit","FALSE","","0.01","","","Team site","","2/2/2022 5:25","MEDT-1611-FDAMOCKAUDIT Owners","25600","0","TRUE","0","0","0","9","","On","",
"Medtech Insight","https://orielstat.sharepoint.com/sites/MedtechInsight","FALSE","","0","","","Team site","3/1/2021 16:00","2/26/2021 8:36","Gale Miller","25600","0","TRUE","0","0","0","2","","On","","https://validanto365.sharepoint.com/sites/OSAM-MedtechInsight"
"Medtech Insight Weekly Issue","https://orielstat.sharepoint.com/sites/MedtechInsightWeeklyIssue","FALSE","","0","","","Team site","10/18/2020 17:00","1/2/2018 8:46","Gale Miller","25600","0","TRUE","0","0","0","9","","On","","https://validanto365.sharepoint.com/sites/OSAM-MedtechInsightWeeklyIssue"
"Medtech Insight Weekly Issues","https://orielstat.sharepoint.com/sites/MedtechInsightWeeklyIssues2","FALSE","","0","","","Team site","3/3/2021 16:00","2/26/2021 8:32","Gale Miller","25600","0","TRUE","0","0","0","2","","On","","https://validanto365.sharepoint.com/sites/OSAM-MedtechInsightWeeklyIssues2"
"Merck Design Control Training","https://orielstat.sharepoint.com/sites/merckdesigncontroltraining","FALSE","","0.02","","","Team site","10/19/2020 17:00","10/9/2019 14:39","Cisco Medina","25600","0","TRUE","0","0","0","16","","On","","https://validanto365.sharepoint.com/sites/OSAM-merckdesigncontroltraining"
"MICR-1053-INTERNAL-MDR","https://orielstat.sharepoint.com/sites/micr-1053-internal-mdr","FALSE","","0.02","","","Team site","1/26/2022 16:00","12/3/2020 8:30","Deborah Hatcher","25600","0","TRUE","1","2","1","22","","On","",
"MICR-1303-US REG STRAT","https://orielstat.sharepoint.com/sites/micr-1303-usregstrat","FALSE","","0.11","","","Team site","7/26/2021 17:00","5/21/2021 10:23","MICR-1303-US REG STRAT Owners","25600","0","TRUE","0","0","0","45","","On","","https://validanto365.sharepoint.com/sites/OSAM-micr-1303-usregstrat"
"MOLG-1434-ASSESS-QSR-13485","https://orielstat.sharepoint.com/sites/molg-1434-assess-qsr-13485","FALSE","","0.21","","","Team site","1/25/2022 16:00","10/28/2021 8:28","MOLG-1434-ASSESS-QSR-13485 Owners","25600","0","TRUE","1","1","1","343","","On","",
"MPBI-1255-EUA","https://orielstat.sharepoint.com/sites/mpbi-1255-eua","FALSE","","0.06","","","Team site","2/1/2022 16:00","6/2/2021 8:20","MPBI-1255-EUA Owners","25600","0","TRUE","2","0","0","70","","On","",
"NELA-1031-PMA","https://orielstat.sharepoint.com/sites/nela-1031-pma","FALSE","","0.02","","","Team site","12/2/2020 16:00","10/15/2020 8:11","Deborah Hatcher","25600","0","TRUE","0","0","0","21","","On","",
"NEOC-0946-AUDIT-13485/QSR","https://orielstat.sharepoint.com/sites/neoc-0946-audit-13485qsr","FALSE","","0.59","","","Team site","8/10/2021 17:00","10/1/2020 12:40","Deborah Hatcher","25600","0","TRUE","0","0","0","250","","On","","https://validanto365.sharepoint.com/sites/OSAM-neoc-0946-audit-13485qsr"
"NEOC-1398-AUDIT-13485/QSR","https://orielstat.sharepoint.com/sites/neoc-1398-audit-13485qsr","FALSE","","0.29","","","Team site","1/25/2022 16:00","8/10/2021 12:24","NEOC-1398-AUDIT-13485/QSR Owners","25600","0","TRUE","1","3","1","123","","On","","https://validanto365.sharepoint.com/sites/OSAM-neoc-1398-audit-13485qsr"
"NEPH-0444-RA/QACONSULT","https://orielstat.sharepoint.com/sites/neph-0444-raqaconsult","FALSE","","0","","","Team site","12/9/2019 16:00","4/10/2019 12:23","Pavan Sundrani","25600","0","TRUE","0","0","0","8","","On","","https://validanto365.sharepoint.com/sites/OSAM-neph-0444-raqaconsult"
"NEPH-0633-BASELINE-MDSAP","https://orielstat.sharepoint.com/sites/neph-0633-baseline-mdsap","FALSE","","0.03","","","Team site","10/18/2020 17:00","10/22/2019 13:47","Deborah Hatcher","25600","0","TRUE","0","0","0","64","","On","",
"NEPH-0698-AUDIT-MDSAP","https://orielstat.sharepoint.com/sites/neph-0698-audit-mdsap","FALSE","","0.01","","","Team site","6/27/2021 17:00","1/20/2020 11:59","Deborah Hatcher","25600","0","TRUE","0","0","0","12","","On","",
"NEPH-1005-AUDIT-MDSAP","https://orielstat.sharepoint.com/sites/neph-1005-audit-mdsap","FALSE","","0","","","Team site","1/26/2022 16:00","11/17/2020 8:06","Deborah Hatcher","25600","0","TRUE","1","3","1","26","","On","",
"NEPH-1343-AUDIT-MDSAP-1344-EUMDR","https://orielstat.sharepoint.com/sites/neph-1343-audit-mdsap-1344-eumdr","FALSE","","1.05","","","Team site","1/30/2022 16:00","6/9/2021 5:59","NEPH-1343-AUDIT-MDSAP-1344-EUMDR Owners","25600","0","TRUE","181","9","3","226","","On","",
"NEPH-1383-QMS-13485-QSR","https://orielstat.sharepoint.com/sites/neph-1383-qms-13485-qsr","FALSE","","0.08","","","Team site","9/6/2021 17:00","7/23/2021 6:29","NEPH-1383-QMS-13485-QSR Owners","25600","0","TRUE","0","0","0","90","","On","",
"NEUR-0974-510(K)","https://orielstat.sharepoint.com/sites/neur-0974-510k","FALSE","","0.16","","","Team site","11/12/2020 16:00","9/28/2020 11:36","Deborah Hatcher","25600","0","TRUE","0","0","0","83","","On","","https://validanto365.sharepoint.com/sites/OSAM-neur-0974-510k"
"NEUR-1191-EU-MDR-TRANSITION","https://orielstat.sharepoint.com/sites/neur-1191-eu-mdr-transition","FALSE","","0.01","","","Team site","11/6/2021 17:00","3/10/2021 8:42","NEUR-1191-EU-MDR-TRANSITION Owners","25600","0","TRUE","0","0","0","15","","On","",
"Newell Brands SGM","https://orielstat.sharepoint.com/sites/newellbrandssgm","FALSE","","0.17","","","Team site","9/16/2021 17:00","5/28/2021 6:12","Newell Brands SGM Owners","25600","0","TRUE","0","0","0","274","","On","","https://validanto365.sharepoint.com/sites/OSAM-newellbrandssgm"
"NEWY-1037-SOFTWARE_CON","https://orielstat.sharepoint.com/sites/newy-1037-software_con","FALSE","","0.16","","","Team site","1/28/2021 16:00","11/11/2020 6:04","Deborah Hatcher","25600","0","TRUE","0","0","0","166","","On","",
"Nongshim Green Belt Documents","https://orielstat.sharepoint.com/sites/nongshimgreenbeltdocuments","FALSE","","2.81","","","Team site","1/19/2022 16:00","11/6/2020 11:28","Deborah Hatcher","25600","0","TRUE","4","0","0","296","","On","","https://validanto365.sharepoint.com/sites/OSAM-nongshimgreenbeltdocuments"
"Nongshim Training","https://orielstat.sharepoint.com/sites/nongshimtraining","FALSE","","0","","","Team site","10/17/2021 17:00","9/21/2020 13:28","Deborah Hatcher","25600","0","TRUE","0","0","0","4","","On","","https://validanto365.sharepoint.com/sites/OSAM-nongshimtraining"
"NOUS-1460-510(K)","https://orielstat.sharepoint.com/sites/nous-1460-510k","FALSE","","0.03","","","Team site","","9/22/2021 6:50","NOUS-1460-510(K) Owners","25600","0","TRUE","0","0","0","51","","On","","https://validanto365.sharepoint.com/sites/OSAM-nous-1460-510k"
"NOVA-1237-510(K)","https://orielstat.sharepoint.com/sites/nova-1237-510k","FALSE","","0.05","","","Team site","12/14/2021 16:00","4/12/2021 10:54","NOVA-1237-510(K) Owners","25600","0","TRUE","0","0","0","60","","On","","https://validanto365.sharepoint.com/sites/OSAM-nova-1237-510k"
"NPME-1320-STAFFAUG-RA-QA","https://orielstat.sharepoint.com/sites/npme-1320-staffaug-ra-qa","FALSE","","0.28","","","Team site","9/2/2021 17:00","5/25/2021 8:40","NPME-1320-STAFFAUG-RA-QA Owners","25600","0","TRUE","0","0","0","54","","On","",
"OASI-1566-AUDIT-MDSAP","https://orielstat.sharepoint.com/sites/oasi-1566-audit-mdsap","FALSE","","2.01","","","Team site","2/6/2022 16:00","12/7/2021 6:07","OASI-1566-AUDIT-MDSAP Owners","25600","0","TRUE","10","13","3","495","","On","",
"Offset x Opportunity","https://orielstat.sharepoint.com/sites/OffsetxOpportunity","FALSE","","0.01","Kate Leith","","Communication site","1/25/2022 16:00","4/5/2021 9:52","Kate Leith","25600","0","FALSE","1","2","2","9","","Off","","https://validanto365.sharepoint.com/sites/OSAM-OffsetxOpportunity"
"OH_OSM_DEVT_0047","https://orielstat.sharepoint.com/sites/oh_osm_devt_0047","FALSE","","0.01","","","Team site","3/3/2021 16:00","8/30/2017 9:42","OH_OSM_DEVT_0047","25600","0","TRUE","0","0","0","36","","On","",
"ONS_DBF_GUA_1774_0674","https://orielstat.sharepoint.com/sites/ons_dbf_gua_1774_0674","FALSE","","0.02","","","Team site","5/22/2020 17:00","3/5/2020 5:24","Deborah Hatcher","25600","0","TRUE","0","0","0","9","","On","",
"ONS_EMF_PHY_1511_0542","https://orielstat.sharepoint.com/sites/ons_emf_phy_1511_0542","FALSE","","0.01","","","Team site","5/13/2020 17:00","9/6/2019 11:18","Deborah Hatcher","25600","0","TRUE","0","0","0","19","","On","",
"Oriel GRFFVIR07122021","https://orielstat.sharepoint.com/sites/OrielGRFFVIR07122021","TRUE","","0","","","Team site","","6/20/2021 6:05","Oriel GRFFVIR07122021 Owners","25600","0","TRUE","0","0","0","0","","On","","https://validanto365.sharepoint.com/sites/OSAM-OrielGRFFVIR07122021"
"Oriel STAT A MATRIX Communications","https://orielstat.sharepoint.com/sites/OrielSTATAMATRIXCommunications","TRUE","","0.5","","","Team site","2/6/2022 16:00","5/18/2021 11:19","Oriel STAT A MATRIX Communications Owners","25600","0","TRUE","16","128","12","99","","On","","https://validanto365.sharepoint.com/sites/OSAM-OrielSTATAMATRIXCommunications"
"Oriel STAT A MATRIX Intranet","https://orielstat.sharepoint.com/sites/Intranet","FALSE","","275.43","Cisco Medina","","Team site (classic experience)","2/6/2022 16:00","2/23/2015 8:39","System Account","25600","0.01","FALSE","163034","1225","45","362940","","On","","https://validanto365.sharepoint.com/sites/OSAM-Intranet"
"Oriel STAT A MATRIX Intranet","https://orielstat.sharepoint.com","FALSE","","0.14","Francisco Medina","","Team site (classic experience)","2/6/2022 16:00","1/20/2015 12:46","System Account","25600","0","FALSE","8","2291","20","328","","On","","https://validanto365.sharepoint.com/sites/OSAM-orielstat.sharepoint.com"
"Oriel STAT A MATRIX Root Cause Analysis License Files for Terumo","https://orielstat.sharepoint.com/sites/OrielSTATAMATRIXRootCauseAnalysisLicenseFilesforTerumo","FALSE","","0.22","","","Team site","10/25/2021 17:00","12/11/2020 14:32","Oriel STAT A MATRIX Root Cause Analysis License Files for Terumo Owners","25600","0","TRUE","0","0","0","73","","On","","https://validanto365.sharepoint.com/sites/OSAM-OrielSTATAMATRIXRootCauseAnalysisLicenseFilesforTerumo"
"Oriel STAT Employees","https://orielstat.sharepoint.com/sites/orielstatemployees","FALSE","","0","","","Team site","10/6/2021 17:00","9/21/2021 9:30","Oriel STAT Employees Owners","25600","0","TRUE","0","0","0","2","","On","","https://validanto365.sharepoint.com/sites/OSAM-orielstatemployees"
"Oriel STAT Training","https://orielstat.sharepoint.com/sites/OrielSTATTraining","FALSE","","0","Cisco Medina","","Communication site","6/24/2019 17:00","6/18/2019 10:27","Cisco Medina","25600","0","FALSE","0","0","0","1","","Off","","https://validanto365.sharepoint.com/sites/OSAM-OrielSTATTraining"
"ORTH-0401-QMS-13485-QSR","https://orielstat.sharepoint.com/sites/orth-0401-qms-13485-qsr2","FALSE","","0","","","Team site","","3/21/2019 7:30","Pavan Sundrani","25600","0","TRUE","0","0","0","0","","On","","https://validanto365.sharepoint.com/sites/OSAM-orth-0401-qms-13485-qsr2"
"ORTH-1433-INT AUDIT: 13485/62304","https://orielstat.sharepoint.com/sites/orth-1433-intaudit1348562304","FALSE","","0.1","","","Team site","1/25/2022 16:00","8/6/2021 10:46","ORTH-1433-INT AUDIT: 13485/62304 Owners","25600","0","TRUE","3","6","2","138","","On","","https://validanto365.sharepoint.com/sites/OSAM-orth-1433-intaudit1348562304"
"ORTH-1601-INT AUDIT: 13485/62304","https://orielstat.sharepoint.com/sites/orth-1601-intaudit1348562304","FALSE","","0.01","","","Team site","","1/28/2022 6:17","ORTH-1601-INT AUDIT: 13485/62304 Owners","25600","0","TRUE","0","0","0","13","","On","","https://validanto365.sharepoint.com/sites/OSAM-orth-1601-intaudit1348562304"
"OSAM Archive","https://orielstat.sharepoint.com/sites/osamarchive","FALSE","","314.83","","","Team site","2/2/2022 16:00","3/8/2021 15:37","OSAM Archive Owners","25600","0.01","TRUE","3","6","3","561455","","On","","https://validanto365.sharepoint.com/sites/OSAM-osamarchive"
"OSAM Regulatory","https://orielstat.sharepoint.com/sites/OSAMRegulatory","TRUE","","0","","","Team site","2/2/2022 16:00","11/23/2019 5:24","Alicia Hemphill","25600","0","TRUE","1","0","0","9","","On","","https://validanto365.sharepoint.com/sites/OSAM-OSAMRegulatory"
"OSAM_Accounting","https://orielstat.sharepoint.com/sites/OSAM_Accounting","FALSE","","7.23","","","Team site","2/6/2022 16:00","3/26/2021 10:37","OSAM_Accounting Owners","25600","0","TRUE","182","71","5","20579","","On","",
"OSAM_DEnI","https://orielstat.sharepoint.com/sites/OSAM_DEnI","FALSE","","0","Kate Leith","","Communication site","7/27/2021 17:00","6/29/2021 12:58","Kate Leith","25600","0","FALSE","0","0","0","3","","Off","",
"OSAM_HR","https://orielstat.sharepoint.com/sites/OSAM_HR","FALSE","","0.78","","","Team site","12/14/2021 16:00","3/26/2021 10:45","OSAM_HR Owners","25600","0","TRUE","0","0","0","2689","","On","",
"OSAM_Payroll","https://orielstat.sharepoint.com/sites/osam_payroll","FALSE","","0.24","","","Team site","2/6/2022 16:00","3/9/2021 10:04","OSAM_Payroll Owners","25600","0","TRUE","7","16","2","1033","","On","",
"OUTS-1172-QMS-13485-QSR","https://orielstat.sharepoint.com/sites/outs-1172-qms-13485-qsr","FALSE","","0.03","","","Team site","1/25/2022 16:00","4/14/2021 6:11","OUTS-1172-QMS-13485-QSR Owners","25600","0","TRUE","1","1","1","29","","On","",
"PARA-0556-EU-MDR-TRANSITION","https://orielstat.sharepoint.com/sites/para-0556-eu-mdr-transition","FALSE","","0.23","","","Team site","1/26/2022 16:00","8/8/2019 12:20","Deborah Hatcher","25600","0","TRUE","1","1","1","406","","On","",
"PARA-0884-AXSESS-MDR","https://orielstat.sharepoint.com/sites/para-0884-axsess-mdr","FALSE","","0","","","Team site","1/25/2022 16:00","11/11/2020 6:44","Deborah Hatcher","25600","0","TRUE","1","1","1","11","","On","",
"PENU-1435-INT- HYB","https://orielstat.sharepoint.com/sites/penu-1435-int-hyb","FALSE","","0.04","","","Team site","1/25/2022 16:00","8/19/2021 6:27","PENU-1435-INT- HYB Owners","25600","0","TRUE","1","1","1","69","","On","","https://validanto365.sharepoint.com/sites/OSAM-penu-1435-int-hyb"
"PERC-1175-EU-MDR-TRANSITION","https://orielstat.sharepoint.com/sites/perc-1175-eu-mdr-transition","FALSE","","0.02","","","Team site","6/28/2021 17:00","4/2/2021 7:23","PERC-1175-EU-MDR-TRANSITION Owners","25600","0","TRUE","0","0","0","26","","On","",
"PFIZ-0406-QMS-QSR","https://orielstat.sharepoint.com/sites/pfiz-0406-qms-qsr","FALSE","","0.05","","","Team site","1/16/2022 16:00","4/15/2019 7:11","Pavan Sundrani","25600","0","TRUE","1","0","0","110","","On","",
"PFIZ-0420-SUPPLIER-AUDIT-QSR-13485","https://orielstat.sharepoint.com/sites/pfiz-0420-supplier-audit-qsr-13485","FALSE","","0.01","","","Team site","5/18/2020 17:00","5/9/2019 12:57","Pavan Sundrani","25600","0","TRUE","0","0","0","18","","On","",
"PFIZ-0587-EU-MDR-TRANSITION","https://orielstat.sharepoint.com/sites/pfiz-0587-eu-mdr-transition","FALSE","","0.06","","","Team site","2/22/2021 16:00","9/13/2019 5:47","Deborah Hatcher","25600","0","TRUE","0","0","0","79","","On","",
"PFIZ-0589-AUDIT-13485/QSR","https://orielstat.sharepoint.com/sites/pfiz-0589-audit-13485qsr","FALSE","","0.01","","","Team site","5/21/2020 17:00","9/4/2019 8:50","Deborah Hatcher","25600","0","TRUE","0","0","0","7","","On","","https://validanto365.sharepoint.com/sites/OSAM-pfiz-0589-audit-13485qsr"
"PFIZ-0696-SUPPLIER-AUDIT-QSR-13485","https://orielstat.sharepoint.com/sites/pfiz-0696-supplier-audit-qsr-13485","FALSE","","0","","","Team site","5/10/2020 17:00","1/15/2020 13:54","Deborah Hatcher","25600","0","TRUE","0","0","0","8","","On","",
"PFIZ-0756-EU-MDR-TRANSITION","https://orielstat.sharepoint.com/sites/pfiz-0756-eu-mdr-transition","FALSE","","0.03","","","Team site","6/15/2021 17:00","3/12/2020 11:17","Deborah Hatcher","25600","0","TRUE","0","0","0","65","","On","",
"PFIZ-1015-AUDIT-13485/QSR","https://orielstat.sharepoint.com/sites/pfiz-1015-audit-13485qsr","FALSE","","0.06","","","Team site","2/7/2021 16:00","10/12/2020 11:38","Deborah Hatcher","25600","0","TRUE","0","0","0","60","","On","","https://validanto365.sharepoint.com/sites/OSAM-pfiz-1015-audit-13485qsr"
"Pharma 22","https://orielstat.sharepoint.com/sites/Pharma22","FALSE","","0","","","Team site","","1/27/2022 14:29","Pharma 22 Owners","25600","0","TRUE","0","0","0","0","","On","","https://validanto365.sharepoint.com/sites/OSAM-Pharma22"
"PhaseOrtho MDSAP Audit","https://orielstat.sharepoint.com/sites/PhaseOrthoMDSAPAudit","TRUE","","0","","","Team site","","8/16/2021 14:12","PhaseOrtho MDSAP Audit Owners","25600","0","TRUE","0","0","0","0","","On","","https://validanto365.sharepoint.com/sites/OSAM-PhaseOrthoMDSAPAudit"
"Philips North America","https://orielstat.sharepoint.com/sites/philipsnorthamerica","FALSE","","0","","","Team site","10/18/2020 17:00","3/12/2020 11:26","Deborah Hatcher","25600","0","TRUE","0","0","0","5","","On","","https://validanto365.sharepoint.com/sites/OSAM-philipsnorthamerica"
"Physio Control-AUDIT-13485/QSR-May2018-0213","https://orielstat.sharepoint.com/sites/physiocontrol-audit-13485qsr-may2018-0213","FALSE","","0","","","Team site","10/19/2020 17:00","5/3/2018 6:58","Wendy Kinal","25600","0","TRUE","0","0","0","3","","On","","https://validanto365.sharepoint.com/sites/OSAM-physiocontrol-audit-13485qsr-may2018-0213"
"POLL-1356-BASE-MDR","https://orielstat.sharepoint.com/sites/poll-1356-base-mdr","FALSE","","0.67","","","Team site","2/3/2022 16:00","9/13/2021 7:22","POLL-1356-BASE-MDR Owners","25600","0","TRUE","4","1","1","369","","On","",
"PORE-1089-US REG STRAT","https://orielstat.sharepoint.com/sites/pore-1089-usregstrat","FALSE","","0.01","","","Team site","1/20/2022 16:00","2/10/2021 8:21","Deborah Hatcher","25600","0","TRUE","1","1","1","15","","On","","https://validanto365.sharepoint.com/sites/OSAM-pore-1089-usregstrat"
"Practice Planning","https://orielstat.sharepoint.com/sites/PracticePlanning","FALSE","","0","","","Team site","","8/12/2021 10:23","Practice Planning Owners","25600","0","TRUE","0","0","0","0","","On","","https://validanto365.sharepoint.com/sites/OSAM-PracticePlanning"
"PREC-1251-BASE-MDR","https://orielstat.sharepoint.com/sites/prec-1251-base-mdr","FALSE","","1.1","","","Team site","1/25/2022 16:00","6/21/2021 13:12","PREC-1251-BASE-MDR Owners","25600","0","TRUE","1","1","1","445","","On","",
"PROJ-1076-DUE-DILIGENCE","https://orielstat.sharepoint.com/sites/proj-1076-due-diligence","FALSE","","0.42","","","Team site","1/24/2022 16:00","12/2/2020 6:40","Deborah Hatcher","25600","0","TRUE","1","1","1","194","","On","",
"Project Web App","https://orielstat.sharepoint.com/sites/pwa","FALSE","","0.13","Company Administrator","","Project Web App Site","5/1/2019 17:00","9/19/2017 11:25","System Account","25600","0","FALSE","0","0","0","556","","Off","","https://validanto365.sharepoint.com/sites/OSAM-pwa"
"PROS-0875-AUDIT-13485/QSR","https://orielstat.sharepoint.com/sites/pros-0875-audit-13485qsr","FALSE","","0.11","","","Team site","1/25/2022 16:00","7/7/2020 11:58","Deborah Hatcher","25600","0","TRUE","1","1","1","145","","On","","https://validanto365.sharepoint.com/sites/OSAM-pros-0875-audit-13485qsr"
"PROS-1222-AUDIT-13485/QSR","https://orielstat.sharepoint.com/sites/pros-1222-audit-13485qsr","FALSE","","0.16","","","Team site","1/25/2022 16:00","3/29/2021 9:50","PROS-1222-AUDIT-13485/QSR Owners","25600","0","TRUE","1","1","1","104","","On","","https://validanto365.sharepoint.com/sites/OSAM-pros-1222-audit-13485qsr"
"QADV-1336-EUA","https://orielstat.sharepoint.com/sites/qadv-1336-eua","FALSE","","0.23","","","Team site","1/10/2022 16:00","5/28/2021 13:24","QADV-1336-EUA Owners","25600","0","TRUE","9","0","0","45","","On","",
"RCX Emodule","https://orielstat.sharepoint.com/sites/RCXEmodule","FALSE","","0","","","Team site","","11/11/2021 14:03","RCX Emodule Owners","25600","0","TRUE","0","0","0","0","","On","","https://validanto365.sharepoint.com/sites/OSAM-RCXEmodule"
"Remote Audit Team","https://orielstat.sharepoint.com/sites/RemoteAuditTeam","FALSE","","0.01","","","Team site","7/27/2021 17:00","3/25/2020 8:11","Kate Leith","25600","0","TRUE","0","0","0","15","","On","","https://validanto365.sharepoint.com/sites/OSAM-RemoteAuditTeam"
"RMF File Remediation","https://orielstat.sharepoint.com/sites/rmffileremediation","FALSE","","0.02","","","Team site","2/5/2022 16:00","4/16/2021 6:48","RMF File Remediation Owners","25600","0","TRUE","1","2","1","21","","On","","https://validanto365.sharepoint.com/sites/OSAM-rmffileremediation"
"RMF- R3","https://orielstat.sharepoint.com/sites/RMF-R3","FALSE","","0","","","Team site","","9/6/2019 11:53","Carolyn Tomlinson","25600","0","TRUE","0","0","0","0","","On","","https://validanto365.sharepoint.com/sites/OSAM-RMF-R3"
"ROCHE-STAFFAUG-RA-QA-JAN2018-0105","https://orielstat.sharepoint.com/sites/con-staffaug-ra-qa-roch-0105","FALSE","","0","","","Team site","6/26/2018 17:00","1/26/2018 12:09","Cisco Medina","25600","0","TRUE","0","0","0","4","","On","","https://validanto365.sharepoint.com/sites/OSAM-con-staffaug-ra-qa-roch-0105"
"RUHO-0603-510K","https://orielstat.sharepoint.com/sites/ruho-0603-510k","FALSE","","0.04","","","Team site","12/7/2020 16:00","10/15/2019 11:03","Deborah Hatcher","25600","0","TRUE","0","0","0","33","","On","",
"RUHO-0652-510(K)","https://orielstat.sharepoint.com/sites/ruho-0652-510k","FALSE","","0.11","","","Team site","9/1/2020 17:00","11/20/2019 5:39","Deborah Hatcher","25600","0","TRUE","0","0","0","69","","On","","https://validanto365.sharepoint.com/sites/OSAM-ruho-0652-510k"
"RUHO-0809-510(K)","https://orielstat.sharepoint.com/sites/ruho-0809-510k","FALSE","","0.05","","","Team site","8/11/2021 17:00","4/27/2020 5:33","Deborah Hatcher","25600","0","TRUE","0","0","0","112","","On","","https://validanto365.sharepoint.com/sites/OSAM-ruho-0809-510k"
"RUHO-1185-EUA","https://orielstat.sharepoint.com/sites/ruho-1185-eua","FALSE","","0.02","","","Team site","8/19/2021 17:00","3/8/2021 6:29","RUHO-1185-EUA Owners","25600","0","TRUE","0","0","0","36","","On","",
