NewName,SiteURL,StorageQuota,SiteOwner,SiteTemplate
OSAM-UNIV-1161-BASE-IVDR,https://validanto365.sharepoint.com/sites/OSAM-UNIV-1161-BASE-IVDR,500,JHuson@Validant.com,STS#3
OSAM-UNIV-1377-CEMARK,https://validanto365.sharepoint.com/sites/OSAM-UNIV-1377-CEMARK,500,JHuson@Validant.com,STS#3
OSAM-URES-0659-PREAXX - MDR + MDSAP,https://validanto365.sharepoint.com/sites/OSAM-URES-0659-PREAXX - MDR + MDSAP,500,JHuson@Validant.com,STS#3
OSAM-URES-1004-QMS-13485,https://validanto365.sharepoint.com/sites/OSAM-URES-1004-QMS-13485,500,JHuson@Validant.com,STS#3
OSAM-URES-1163-AXSESS-MDR,https://validanto365.sharepoint.com/sites/OSAM-URES-1163-AXSESS-MDR,500,JHuson@Validant.com,STS#3
OSAM-URES-1582-INT- HYB,https://validanto365.sharepoint.com/sites/OSAM-URES-1582-INT- HYB,500,JHuson@Validant.com,STS#3
OSAM-URES-CON-AUDIT-MDSAP-APR2019-0346,https://validanto365.sharepoint.com/sites/OSAM-URES-CON-AUDIT-MDSAP-APR2019-0346,500,JHuson@Validant.com,STS#3
OSAM-URES-CON-AUDIT-MDSAP-MARCH2019-0346,https://validanto365.sharepoint.com/sites/OSAM-URES-CON-AUDIT-MDSAP-MARCH2019-0346,500,JHuson@Validant.com,STS#3
OSAM-UTAK-0968-BASE-IVDR,https://validanto365.sharepoint.com/sites/OSAM-UTAK-0968-BASE-IVDR,500,JHuson@Validant.com,STS#3
OSAM-Validant-OSAM Info Sharing,https://validanto365.sharepoint.com/sites/OSAM-Validant-OSAM Info Sharing,500,JHuson@Validant.com,STS#3
OSAM-VAPO-0628-INTERNAL-MDR,https://validanto365.sharepoint.com/sites/OSAM-VAPO-0628-INTERNAL-MDR,500,JHuson@Validant.com,STS#3
OSAM-VAPO-1225-INTERNAL-MDR,https://validanto365.sharepoint.com/sites/OSAM-VAPO-1225-INTERNAL-MDR,500,JHuson@Validant.com,STS#3
OSAM-VAPO-1500-AUDIT-MDSAP,https://validanto365.sharepoint.com/sites/OSAM-VAPO-1500-AUDIT-MDSAP,500,JHuson@Validant.com,STS#3
OSAM-VAPO-CON-BASE-MDR-APR2019-0324,https://validanto365.sharepoint.com/sites/OSAM-VAPO-CON-BASE-MDR-APR2019-0324,500,JHuson@Validant.com,STS#3
OSAM-VEEP TEAM,https://validanto365.sharepoint.com/sites/OSAM-VEEP TEAM,500,JHuson@Validant.com,STS#3
OSAM-VENU-1376-EU-MDR-TRANSITION,https://validanto365.sharepoint.com/sites/OSAM-VENU-1376-EU-MDR-TRANSITION,500,JHuson@Validant.com,STS#3
OSAM-VICT-1151-AUDIT-ISO9001,https://validanto365.sharepoint.com/sites/OSAM-VICT-1151-AUDIT-ISO9001,500,JHuson@Validant.com,STS#3
OSAM-VILT Class Files,https://validanto365.sharepoint.com/sites/OSAM-VILT Class Files,500,JHuson@Validant.com,STS#3
OSAM-VILT Conversion Team,https://validanto365.sharepoint.com/sites/OSAM-VILT Conversion Team,500,JHuson@Validant.com,STS#3
OSAM-WRIG-1230-INTERNAL-MDR,https://validanto365.sharepoint.com/sites/OSAM-WRIG-1230-INTERNAL-MDR,500,JHuson@Validant.com,STS#3
OSAM-WRME-1490-BASE-MDR,https://validanto365.sharepoint.com/sites/OSAM-WRME-1490-BASE-MDR,500,JHuson@Validant.com,STS#3
OSAM-XENO-0646-BASE-MDR,https://validanto365.sharepoint.com/sites/OSAM-XENO-0646-BASE-MDR,500,JHuson@Validant.com,STS#3
OSAM-ZAP Surgical EU MDR Internal Audit,https://validanto365.sharepoint.com/sites/OSAM-ZAP Surgical EU MDR Internal Audit,500,JHuson@Validant.com,STS#3
OSAM-ZAPS-0811-AUDIT-13485/QSR,https://validanto365.sharepoint.com/sites/OSAM-ZAPS-0811-AUDIT-13485QSR,500,JHuson@Validant.com,STS#3
OSAM-ZAPS-1587-INT- HYB,https://validanto365.sharepoint.com/sites/OSAM-ZAPS-1587-INT- HYB,500,JHuson@Validant.com,STS#3
